label,origin_pred,pred_eps=4.0
85,85,13
65,86,86
75,75,75
4,63,63
80,80,72
76,17,90
92,92,92
84,72,72
61,61,61
31,74,74
66,6,6
39,39,25
29,18,18
35,55,55
91,91,91
64,51,51
7,7,7
80,33,33
96,96,88
89,89,89
83,83,0
32,32,67
1,1,1
85,12,84
75,55,55
9,9,9
25,25,13
87,87,21
59,59,96
38,38,79
82,82,10
27,55,55
6,6,6
26,45,97
34,36,36
14,20,20
14,14,93
46,46,69
70,70,29
17,37,37
84,25,25
97,97,66
49,49,95
69,69,69
59,59,52
50,50,74
86,86,86
61,16,16
40,62,62
66,66,98
50,64,64
29,29,29
49,49,49
26,45,45
53,53,53
73,73,30
85,85,5
46,46,46
81,81,10
25,25,12
68,49,49
71,71,73
14,14,1
87,87,94
37,37,81
86,86,86
72,66,78
28,28,28
93,93,26
62,62,62
72,31,31
41,41,25
98,98,46
51,50,50
46,46,98
36,36,36
20,20,87
57,57,57
1,1,1
96,96,59
16,51,51
38,55,21
59,52,52
85,90,90
95,73,44
23,23,23
14,14,28
53,57,57
50,50,50
2,2,11
9,9,46
42,44,44
21,21,21
12,12,85
73,73,95
29,29,29
81,94,94
63,10,10
64,64,67
89,89,89
97,54,54
63,63,80
84,16,16
84,9,9
6,6,34
3,3,97
9,65,65
44,27,4
7,24,24
39,39,57
1,1,1
68,68,68
83,62,62
71,71,71
69,69,44
84,65,65
23,99,99
51,1,1
40,40,40
63,63,21
17,17,17
31,31,31
48,48,48
48,8,8
2,25,25
50,27,27
66,66,97
98,48,8
44,44,27
12,12,76
14,14,14
56,56,23
58,58,13
70,70,62
85,85,85
70,70,70
94,94,94
41,41,41
97,97,64
5,5,5
80,74,74
15,15,29
62,62,62
2,2,51
58,58,13
56,56,47
13,90,90
72,55,55
97,55,74
25,20,20
87,94,94
19,55,55
92,83,83
24,55,55
34,64,64
93,55,55
45,83,0
78,78,48
68,68,68
89,21,74
31,31,19
73,67,67
85,85,29
50,36,36
95,95,95
80,80,31
96,96,47
76,76,76
32,72,72
77,77,79
19,19,34
59,52,52
84,84,54
48,48,48
10,67,67
32,67,99
98,35,35
33,33,33
69,69,28
14,14,14
69,69,69
36,36,36
72,72,21
65,65,92
94,94,94
86,86,86
64,65,65
16,16,16
90,90,13
56,56,56
4,72,55
96,57,57
83,83,53
71,60,60
51,51,51
41,89,89
65,14,45
61,61,10
63,63,67
96,96,33
62,62,92
85,85,85
74,50,50
57,57,57
23,23,39
20,20,5
38,38,80
15,15,15
25,92,92
72,77,77
62,62,62
37,15,15
62,62,92
15,15,38
47,47,52
75,75,39
26,26,45
28,28,28
27,27,72
37,37,65
58,58,58
46,75,75
48,48,48
52,47,47
79,79,18
71,71,71
7,7,7
60,60,60
60,60,60
38,38,93
49,49,76
62,70,70
0,0,0
19,19,15
46,87,87
90,90,55
5,25,25
22,22,16
34,74,74
75,75,7
41,41,89
65,36,36
51,51,88
65,3,21
46,46,46
1,1,47
14,14,18
17,17,37
65,65,27
98,35,35
45,51,51
14,14,92
90,90,89
35,84,84
30,30,27
8,8,8
21,21,66
28,28,46
18,18,99
65,66,66
32,32,72
34,34,80
48,48,48
75,75,72
29,45,45
92,92,83
76,76,76
30,30,95
93,93,14
4,50,65
37,84,84
82,82,82
9,9,57
11,2,2
54,54,54
8,8,8
43,43,42
67,32,32
30,30,27
8,8,9
40,40,51
53,53,53
1,1,36
93,72,72
26,93,93
93,93,30
6,6,34
87,87,81
22,86,86
91,63,63
24,24,24
75,75,75
34,30,30
86,87,87
8,8,29
8,48,48
42,74,74
51,51,37
94,16,16
81,13,13
18,83,83
85,85,85
48,48,48
35,35,2
20,84,84
50,32,32
19,31,31
55,55,98
26,26,26
64,64,72
78,4,4
15,15,31
72,72,41
93,69,69
65,31,31
95,30,30
87,87,87
72,72,93
35,35,55
27,80,80
36,36,36
97,43,43
73,73,73
35,79,79
12,84,84
24,24,24
70,70,92
4,63,63
26,26,78
71,60,60
34,88,88
67,99,99
20,5,5
85,58,58
74,74,7
99,73,73
92,54,54
99,99,99
21,21,21
50,36,36
36,78,78
82,82,6
95,95,95
71,71,71
61,61,10
23,23,23
15,29,29
77,55,55
40,40,76
74,74,67
25,25,23
19,19,37
67,67,73
6,24,24
61,9,9
68,68,90
46,98,98
5,5,5
10,10,10
11,2,2
41,41,77
55,55,72
96,47,47
57,57,57
30,55,55
96,52,52
88,88,88
92,92,92
72,91,91
51,51,51
19,34,34
40,84,84
2,36,36
76,76,76
54,54,70
22,22,16
68,68,68
70,70,92
0,83,83
5,5,25
42,42,80
11,46,46
61,13,13
88,27,73
67,67,73
77,70,70
34,34,42
29,29,29
97,97,11
13,13,58
29,29,29
8,8,8
15,90,81
70,92,92
29,29,29
19,19,55
40,28,16
47,52,52
8,8,9
50,50,4
26,26,93
89,85,85
58,90,90
86,86,16
85,37,37
61,93,93
96,96,47
75,75,75
80,55,55
95,23,23
17,68,68
93,72,17
80,55,95
3,11,2
53,53,53
23,23,23
55,65,65
27,97,97
40,99,99
9,14,14
42,42,79
50,50,4
92,92,83
87,87,86
43,43,42
42,44,44
79,79,34
52,52,52
9,9,9
32,86,86
42,88,88
57,57,57
56,56,59
99,99,99
57,83,83
81,81,81
9,9,9
70,0,0
51,51,35
50,50,65
42,44,44
10,10,10
70,68,68
40,64,64
40,40,40
63,27,27
50,74,74
19,3,3
62,62,62
28,28,40
94,94,94
52,52,47
86,86,86
98,98,46
13,13,13
70,54,54
9,9,38
19,20,20
15,55,55
68,68,68
66,74,74
24,24,44
63,63,51
56,56,96
60,60,68
12,12,76
53,57,57
36,35,35
98,55,55
20,20,20
92,62,62
24,24,24
16,16,16
26,26,26
12,12,37
33,33,17
45,66,66
71,71,23
61,10,10
30,30,73
45,57,57
75,75,64
94,94,22
29,29,29
48,44,44
97,97,42
95,72,72
12,12,85
80,80,51
63,63,63
85,85,89
33,96,96
23,23,69
32,53,53
46,11,11
70,70,61
51,51,43
8,8,90
29,27,27
56,56,29
11,11,11
60,60,60
48,48,89
21,21,3
21,21,3
60,60,60
56,56,59
63,63,72
42,40,40
33,96,96
79,79,4
17,17,17
20,20,94
16,16,10
7,7,79
91,91,51
34,43,43
14,14,74
92,92,92
6,6,79
89,78,78
13,81,81
85,85,12
96,47,47
27,74,74
81,90,90
63,63,51
59,59,59
10,61,61
78,78,72
18,55,24
53,53,57
17,72,72
27,38,38
43,43,15
61,10,10
54,54,54
25,94,94
79,79,33
68,68,68
31,31,3
69,69,69
64,64,64
83,83,10
41,41,41
23,71,71
35,46,46
96,96,47
20,20,20
87,25,25
90,90,90
52,52,47
26,26,78
83,83,83
67,55,55
20,20,20
20,81,81
7,41,41
83,83,94
27,27,74
45,25,25
68,68,33
93,93,93
86,85,85
12,12,58
60,60,69
73,45,45
99,99,40
1,10,10
92,62,62
80,84,84
26,26,79
58,27,27
88,88,88
97,36,50
88,88,88
19,80,80
34,28,28
23,23,60
19,72,72
13,11,11
44,73,73
48,48,48
58,13,13
16,16,16
63,64,64
80,75,75
55,99,99
4,4,72
32,91,91
46,15,15
98,11,11
32,32,46
45,45,19
87,87,13
97,97,80
12,84,37
8,8,45
45,45,29
92,92,62
31,31,15
62,92,92
61,22,22
89,89,89
62,92,92
78,61,61
83,53,53
45,26,26
85,72,72
28,28,28
37,37,13
54,54,54
30,72,72
95,95,95
7,7,14
59,59,59
24,24,24
94,94,94
7,7,7
94,94,40
94,94,94
11,11,35
42,31,19
65,65,96
47,52,52
40,40,86
38,38,97
4,55,55
80,80,36
82,82,82
46,36,36
75,75,75
51,51,26
74,64,64
34,34,88
5,5,25
85,85,4
30,30,30
74,74,74
22,22,79
95,95,74
81,81,13
92,92,62
91,29,29
52,52,47
51,78,78
44,44,24
62,92,92
65,65,79
76,9,9
84,84,37
0,0,0
43,43,24
48,48,41
67,33,33
62,62,82
89,48,48
83,53,53
18,18,79
31,90,81
19,19,88
8,8,48
68,68,68
97,3,3
3,3,66
83,83,92
70,54,54
39,83,83
0,0,0
86,86,95
77,51,51
58,58,13
19,32,32
89,89,89
90,13,13
81,81,66
61,61,61
41,41,90
80,97,97
52,52,59
66,66,97
68,68,68
80,80,3
43,43,4
11,35,35
25,25,5
27,38,38
35,35,35
50,50,36
88,88,51
14,14,3
75,75,75
53,53,62
3,31,31
5,5,25
35,35,98
82,82,82
7,7,79
90,87,87
61,61,22
7,7,24
91,27,27
1,1,70
5,5,25
17,37,37
72,72,38
41,41,37
94,94,94
33,27,27
67,67,55
33,39,39
39,39,39
23,23,23
6,79,79
31,31,3
63,63,41
71,71,71
67,67,67
93,93,10
84,19,19
46,46,11
74,74,42
33,33,96
77,72,72
65,65,55
50,50,50
98,3,3
51,40,40
72,27,27
36,36,36
3,72,95
41,41,41
47,47,96
54,54,54
87,87,81
37,37,19
75,75,75
74,4,21
71,71,4
14,14,41
57,98,98
9,57,57
44,39,39
57,57,57
83,83,83
45,5,5
61,61,10
52,85,93
63,63,4
89,89,81
10,61,61
85,85,13
39,39,39
7,7,79
25,37,37
98,98,35
74,57,57
70,70,70
70,70,83
49,49,23
70,92,92
87,87,87
90,55,55
15,66,66
65,63,27
97,97,64
36,36,35
83,83,92
82,82,82
51,79,79
32,65,65
7,7,24
74,74,7
80,38,38
2,2,2
28,9,9
78,91,91
40,40,51
36,36,43
91,91,37
91,91,27
99,78,78
73,73,95
24,76,76
83,83,83
42,65,65
92,92,10
90,90,76
50,50,74
82,82,82
24,24,24
65,38,38
16,16,16
40,28,28
39,39,39
7,7,7
31,80,80
10,10,32
51,51,77
96,96,70
51,36,36
29,29,91
66,66,97
83,53,53
30,30,30
84,5,5
29,44,44
5,5,25
10,10,61
53,53,57
74,74,25
72,72,36
34,15,15
15,15,15
44,29,29
25,25,2
66,66,66
10,87,87
55,55,34
48,48,48
95,30,30
63,63,21
64,38,38
77,77,44
3,72,72
13,13,81
18,18,18
92,92,54
55,55,72
13,13,13
30,73,73
29,29,29
91,91,73
91,91,91
61,61,61
75,75,75
58,13,37
60,71,71
70,70,54
46,98,98
52,52,59
94,94,94
89,44,44
90,25,47
56,52,52
57,57,6
43,43,3
60,60,82
45,15,15
30,30,30
59,89,89
78,78,26
6,6,74
80,65,65
80,80,77
54,54,51
83,99,99
60,60,60
76,17,17
92,82,82
18,18,44
14,18,18
26,72,72
9,9,9
81,90,90
85,85,25
32,32,32
63,63,63
43,53,53
56,73,73
87,87,25
78,44,44
45,26,26
99,99,99
70,70,92
8,8,5
12,90,90
65,65,79
80,80,88
58,41,41
17,17,37
39,23,23
53,53,53
66,37,37
48,48,90
25,10,10
88,97,97
32,8,8
97,65,65
87,36,2
37,49,49
40,41,41
91,81,81
16,16,16
27,74,74
33,33,37
86,86,28
89,89,90
5,84,84
76,69,69
83,83,83
74,74,50
85,85,49
24,24,24
93,77,77
32,32,36
76,76,76
45,27,27
5,16,16
52,52,59
46,11,65
72,32,32
40,40,40
58,58,90
84,84,84
6,24,24
91,91,84
38,55,55
35,46,46
66,66,75
25,41,41
79,79,26
57,53,53
23,23,69
14,14,14
15,72,72
86,86,86
75,75,75
45,45,45
6,6,82
22,22,22
33,47,47
76,76,76
52,59,59
41,41,37
90,49,49
22,22,22
34,34,36
45,31,31
66,44,44
7,2,46
95,30,30
11,11,98
1,1,57
23,23,23
3,3,72
22,22,22
5,5,36
80,80,34
93,93,32
27,44,91
86,39,39
69,69,69
92,62,62
53,10,10
54,54,92
63,4,4
18,18,77
84,84,20
66,40,40
8,8,59
59,59,33
8,8,8
42,80,80
62,62,62
29,29,44
30,30,55
73,30,30
2,2,67
96,17,17
39,39,66
4,63,63
22,10,10
45,45,26
83,83,83
58,58,1
73,73,30
18,18,44
84,84,84
4,4,77
5,5,20
2,57,57
18,18,18
23,23,23
29,29,29
85,85,27
34,34,42
42,3,3
16,16,8
86,16,16
65,3,3
95,95,95
45,45,89
97,66,86
0,0,83
20,23,23
46,35,35
44,44,98
86,86,87
92,92,54
29,29,44
85,85,85
82,82,82
91,91,27
82,82,82
17,17,17
38,55,55
58,85,85
12,12,12
26,26,53
54,11,11
28,28,10
58,58,58
79,6,6
1,1,1
4,36,36
95,18,18
10,36,36
3,76,76
33,33,40
23,71,10
91,97,97
73,73,10
1,1,1
1,1,77
35,98,98
10,62,62
19,19,15
88,88,8
11,11,46
29,29,42
56,56,56
0,0,57
54,54,54
61,61,22
20,20,20
13,12,12
17,17,17
53,53,53
89,89,89
18,18,18
81,81,13
6,6,19
96,96,59
41,41,48
26,26,19
26,26,79
25,25,65
60,60,69
22,22,25
73,93,93
4,44,44
47,47,87
24,24,77
18,50,50
78,74,74
17,17,12
7,7,24
0,0,0
87,87,87
26,38,38
95,95,30
14,14,48
56,56,56
18,55,55
12,12,69
54,54,70
21,38,38
79,79,79
8,8,8
43,43,64
39,39,57
24,61,61
40,40,40
53,53,92
35,98,98
21,55,55
31,31,63
8,8,48
57,57,57
33,33,96
82,32,32
35,35,32
6,3,3
5,94,94
40,87,94
65,65,26
22,22,8
16,16,22
64,78,78
57,36,36
98,2,2
64,80,80
88,88,34
55,72,72
58,58,58
27,27,29
36,36,35
13,13,89
91,91,91
84,84,20
9,9,9
5,12,12
9,98,98
65,65,55
85,85,27
70,70,62
59,96,96
93,85,85
2,2,36
59,52,52
79,28,73
70,70,92
34,34,88
97,97,64
86,86,99
49,49,23
18,44,44
55,55,72
70,92,92
73,12,12
38,38,38
34,34,88
61,61,61
69,69,69
37,37,81
64,55,55
24,24,24
3,3,15
78,78,99
74,72,72
33,65,57
35,35,21
1,1,1
84,84,84
22,4,4
86,86,86
4,4,44
91,91,91
13,13,58
90,90,12
68,68,68
60,60,60
84,63,63
0,0,0
34,34,89
18,54,54
32,32,32
92,92,92
14,18,18
96,49,49
35,11,11
86,28,28
3,3,19
89,89,58
79,80,80
15,57,96
66,50,50
35,35,2
50,50,66
12,12,89
41,41,41
31,29,29
34,36,36
93,93,72
84,84,84
26,26,45
74,27,27
78,72,72
50,50,50
57,57,65
54,40,40
2,2,35
95,73,73
44,44,44
66,66,66
60,60,60
26,40,40
58,58,13
82,82,82
67,10,10
98,57,57
89,89,89
28,28,28
55,4,4
95,95,95
76,76,69
60,60,60
76,76,39
91,91,91
37,72,72
2,61,61
3,63,63
62,62,62
43,50,50
91,91,55
48,48,48
63,67,67
34,74,74
56,33,33
34,34,43
53,53,53
3,66,97
28,28,67
8,8,8
40,99,99
44,44,6
33,96,96
61,61,22
60,60,60
73,73,67
61,61,36
26,32,32
59,67,57
4,43,97
49,49,71
92,92,92
92,92,70
6,6,80
72,55,55
86,61,61
18,18,59
20,20,58
55,3,3
0,0,10
85,85,41
75,66,66
18,18,18
23,23,3
74,74,36
95,95,30
81,81,13
58,85,85
73,95,95
60,60,60
21,3,3
14,92,92
19,19,85
87,87,46
47,47,96
79,66,66
90,25,25
75,75,75
73,27,27
15,15,38
41,48,48
39,39,39
99,99,99
11,33,33
94,94,31
45,45,45
91,91,58
36,36,36
77,77,77
3,32,32
75,75,75
92,92,92
94,94,28
61,61,61
50,63,63
38,38,31
12,12,69
1,1,93
0,0,0
30,30,30
84,84,19
98,35,35
29,29,29
7,7,7
18,18,18
48,48,89
89,87,87
91,91,91
84,84,65
63,4,4
62,62,92
31,31,19
40,40,40
55,72,72
30,30,35
61,10,10
86,86,3
47,47,96
33,18,18
11,72,72
25,20,40
14,14,18
28,28,15
75,75,65
11,11,32
81,81,13
61,22,22
73,30,30
79,79,79
5,5,25
88,88,49
56,56,68
81,81,13
31,29,29
84,84,84
69,69,9
30,30,30
6,6,82
68,68,68
70,92,92
12,84,20
74,50,50
7,7,74
21,72,72
55,72,72
71,71,71
5,65,65
14,14,14
48,48,48
18,83,83
0,0,0
70,70,92
38,38,29
26,55,55
24,24,7
69,69,69
16,22,22
9,9,9
42,42,15
41,41,41
39,23,23
27,27,80
0,0,0
70,92,92
85,85,32
9,9,9
43,43,42
79,79,55
77,77,64
75,75,75
74,74,50
80,38,38
42,42,66
67,19,19
8,8,8
0,0,10
36,36,50
89,89,89
43,43,15
46,46,46
69,69,95
56,31,31
42,42,39
10,22,22
71,71,23
98,35,35
55,91,91
40,40,66
16,25,25
0,0,0
21,3,72
2,2,11
1,1,1
64,80,80
52,96,96
43,43,34
83,92,92
65,65,4
68,68,60
18,18,90
1,1,65
25,25,25
96,31,31
46,98,98
47,47,94
90,90,90
2,2,35
28,28,28
37,37,90
61,61,22
31,84,51
77,14,14
4,74,74
92,92,70
38,38,97
93,93,30
28,28,40
39,39,39
18,6,6
41,41,41
44,44,7
49,49,49
1,92,92
11,11,11
19,38,38
91,91,32
82,82,82
4,4,72
60,60,68
34,74,74
56,56,56
19,19,13
32,32,51
74,50,50
87,18,18
99,99,18
72,49,49
98,98,35
8,94,28
58,58,13
93,95,95
87,87,7
87,35,35
24,24,7
35,45,45
43,43,82
52,52,47
6,6,6
4,4,93
33,33,96
8,8,8
63,63,4
26,26,58
34,34,1
39,39,39
97,97,85
47,96,96
75,75,75
33,33,12
87,87,87
49,49,17
46,11,11
16,16,16
33,33,33
76,76,76
41,41,41
97,80,80
8,8,97
75,75,66
17,17,17
80,80,77
93,93,93
27,80,80
4,4,21
41,41,77
49,49,60
30,67,67
31,3,3
21,21,3
77,77,7
90,90,1
54,54,54
87,87,28
86,86,87
37,37,37
47,52,52
66,74,74
2,2,2
73,73,95
55,55,72
25,25,92
62,62,62
26,26,26
19,38,38
28,28,28
15,15,15
14,65,65
59,52,52
69,69,17
45,45,70
92,92,92
39,39,39
42,42,88
58,58,13
49,49,10
48,26,26
44,80,80
71,71,49
48,48,13
69,69,69
9,9,40
77,36,36
25,84,84
35,11,11
23,71,71
66,66,66
66,66,43
88,97,97
82,82,82
1,58,48
39,39,23
88,88,88
93,95,95
82,82,82
7,14,14
17,17,76
56,56,8
40,40,51
70,70,99
1,1,1
68,68,49
59,52,52
69,76,76
45,45,6
16,16,16
6,92,92
85,85,42
12,12,68
99,99,99
88,88,88
40,40,40
68,68,40
36,36,36
23,71,71
17,49,49
13,80,80
20,25,25
46,46,98
75,75,75
61,22,22
70,62,62
58,58,41
42,34,34
51,51,37
75,75,75
73,73,73
70,54,54
37,37,81
28,28,16
90,90,90
95,72,72
88,88,19
68,68,12
38,38,38
95,73,30
77,79,7
16,22,57
58,58,58
99,61,61
39,39,39
56,56,56
17,17,17
33,33,96
77,57,57
63,50,50
87,22,22
75,63,63
4,80,80
16,16,87
94,94,94
55,55,72
76,76,76
60,60,68
97,97,35
1,1,32
0,0,0
75,75,75
31,31,42
55,30,73
71,71,12
75,75,75
52,52,47
6,6,45
43,43,43
14,14,74
84,84,9
14,14,6
51,51,34
1,1,1
88,31,31
53,53,53
66,66,72
5,5,20
56,56,56
32,32,10
52,59,59
40,40,40
24,24,24
86,86,86
54,54,54
54,54,92
88,88,88
61,61,61
87,87,87
54,54,54
24,24,24
10,9,9
85,85,85
17,15,15
90,58,58
22,22,86
86,86,22
77,77,51
79,79,79
94,94,39
45,45,74
0,0,0
39,39,25
89,89,89
82,82,82
41,77,7
87,87,25
91,91,91
73,73,90
4,55,55
62,62,1
72,50,50
98,46,46
10,10,22
11,98,98
28,28,28
38,38,43
74,55,55
70,70,62
13,13,13
7,7,26
15,15,15
24,55,55
76,76,76
98,98,21
67,51,51
79,79,30
15,15,38
47,47,47
47,47,47
93,32,32
73,73,18
13,13,81
26,26,26
70,92,92
95,95,95
60,60,60
70,70,70
11,35,35
82,62,62
66,37,37
34,34,34
6,6,6
65,65,92
62,62,62
74,11,11
46,59,59
36,4,4
88,88,42
96,96,47
48,48,48
79,79,79
50,63,63
19,55,55
83,57,57
66,66,63
68,68,68
97,74,74
64,66,66
16,16,16
61,63,63
16,16,39
84,84,40
18,18,18
29,34,34
63,63,65
57,53,70
9,9,77
38,38,66
43,50,50
74,45,45
15,15,15
1,1,93
67,50,50
91,67,67
1,1,29
84,65,65
69,69,83
13,81,81
10,10,0
33,33,33
80,55,55
68,68,90
30,30,95
8,8,86
3,3,14
13,81,81
45,45,26
18,18,90
20,45,45
35,2,44
28,28,28
93,74,74
5,5,25
53,53,62
34,34,88
27,27,91
93,93,67
18,1,1
44,63,63
93,93,73
37,37,85
77,74,74
46,46,11
31,31,19
69,69,69
47,47,52
57,57,86
30,95,95
85,58,58
80,80,4
1,1,1
82,82,82
45,26,57
66,66,72
18,18,57
58,58,58
31,31,19
42,42,43
23,23,23
90,85,85
18,18,6
83,83,83
19,31,31
51,51,64
80,50,50
23,23,71
64,64,64
61,61,61
40,65,65
51,51,55
99,99,99
28,28,28
19,15,15
63,63,63
7,14,14
97,97,97
78,78,44
34,36,36
84,60,60
13,13,37
50,50,74
17,76,76
28,28,28
29,29,29
10,67,67
57,82,82
83,83,83
83,83,92
53,62,62
73,73,30
7,7,7
59,96,96
82,82,82
34,34,34
15,15,15
68,68,68
68,68,68
34,34,34
82,82,82
75,75,75
37,5,5
8,8,89
94,87,87
16,16,76
24,24,24
21,21,21
8,12,12
96,96,47
53,53,0
49,23,23
38,65,63
85,25,25
27,55,55
32,32,32
96,96,49
20,20,20
29,29,29
43,43,80
69,69,69
94,87,87
26,26,26
92,82,82
23,60,60
91,91,91
34,65,65
48,48,48
71,71,23
53,53,53
25,69,69
0,0,0
59,21,98
57,45,45
69,69,69
73,73,73
27,7,86
12,5,5
42,34,34
61,61,61
21,21,98
72,95,95
88,88,88
28,10,61
15,85,85
24,24,72
1,1,53
77,79,79
67,73,73
82,82,82
5,98,98
64,64,27
51,51,18
52,59,59
79,79,6
70,92,92
46,46,11
1,10,10
59,59,52
87,87,12
68,60,60
88,39,39
76,76,76
45,45,97
15,15,19
79,79,7
1,51,51
35,2,2
94,84,84
79,15,15
16,10,10
49,71,71
26,61,61
72,72,95
60,60,59
73,73,73
9,9,9
75,75,75
5,5,94
72,55,95
27,34,34
67,59,44
38,17,17
18,51,51
45,43,43
36,43,43
40,40,87
96,52,52
35,35,2
7,27,27
85,85,12
30,30,73
14,92,92
51,51,51
79,79,80
76,84,84
99,99,99
86,86,86
15,15,3
29,29,29
63,64,64
66,66,75
62,62,62
80,15,15
24,24,24
57,57,57
43,42,42
78,78,78
33,76,76
99,84,84
95,95,95
93,27,27
72,74,74
71,71,12
77,80,80
86,86,22
64,65,50
4,4,3
23,15,15
62,62,92
50,50,67
17,17,37
98,35,35
21,97,97
32,32,2
57,57,57
99,61,61
2,50,50
6,6,34
70,1,1
82,82,82
82,82,62
94,94,94
95,95,95
81,81,37
96,96,52
77,93,1
33,33,49
67,67,74
31,31,15
60,60,60
7,79,26
74,74,32
63,32,32
62,62,62
82,82,82
36,36,36
12,12,76
31,31,31
47,47,96
75,75,75
77,77,55
29,29,29
94,94,94
27,27,4
70,84,84
95,67,67
32,46,75
38,57,77
67,67,32
37,37,85
2,36,36
65,65,36
40,40,46
53,53,53
87,87,87
95,95,95
53,53,53
42,50,50
43,43,98
89,89,65
69,69,76
93,1,1
81,81,25
84,84,84
71,71,71
31,31,38
33,27,27
73,73,73
75,75,65
85,90,90
47,47,47
97,97,97
54,54,92
13,81,81
24,31,31
46,46,49
62,83,83
92,92,70
53,53,53
98,35,35
66,66,64
45,11,11
48,48,48
94,94,94
16,16,22
69,40,40
60,60,60
27,97,97
35,98,98
59,59,59
47,52,52
44,99,99
57,53,53
4,4,3
83,83,16
89,89,89
71,71,71
58,71,71
52,52,96
46,32,32
58,90,90
98,11,11
22,22,64
62,83,83
47,52,52
2,2,67
58,58,58
77,77,4
96,96,33
86,86,86
33,33,69
13,58,58
69,69,12
97,74,74
14,14,97
51,51,51
2,92,92
4,4,63
29,8,8
58,58,58
44,97,97
6,6,7
80,38,38
81,81,81
99,99,99
28,28,28
50,42,42
57,57,57
88,88,34
25,25,62
38,38,19
71,71,73
47,47,96
53,53,53
48,48,48
79,79,7
59,59,56
29,29,29
82,82,82
90,90,13
26,93,93
81,81,90
17,17,17
14,14,14
69,69,69
25,81,81
32,32,19
39,39,39
14,62,62
89,89,85
3,93,93
67,67,23
78,99,99
28,28,97
98,98,98
88,88,43
20,20,20
3,3,34
18,18,44
60,71,71
48,48,48
69,69,69
18,14,14
41,32,32
6,6,45
39,39,10
44,72,72
15,17,17
37,37,90
57,70,70
48,48,48
98,3,3
89,89,69
67,99,99
77,2,11
38,38,19
71,23,23
21,90,90
96,96,47
11,11,11
13,84,84
84,84,25
73,30,30
58,58,81
73,30,30
35,46,46
31,31,72
83,70,70
59,12,12
77,80,80
50,4,4
41,41,93
89,81,16
19,19,20
54,54,54
4,55,55
68,68,68
9,98,98
91,91,91
67,73,73
19,19,14
40,85,85
71,71,23
57,77,77
38,38,21
9,9,9
82,62,92
3,74,74
76,76,76
20,20,5
60,60,44
42,42,86
94,94,94
26,3,3
72,72,93
6,18,18
25,25,20
61,61,10
36,72,72
4,55,24
14,18,2
61,10,10
60,60,60
14,14,7
62,62,62
27,23,23
66,55,55
16,78,78
67,67,93
93,72,72
23,23,60
33,33,74
88,88,80
18,18,44
58,58,58
0,0,51
83,83,96
23,23,49
85,85,55
56,29,29
20,20,20
45,79,79
20,20,20
30,30,30
96,47,47
19,19,19
15,65,65
98,98,40
51,27,27
26,26,26
0,83,83
56,56,56
47,47,96
57,53,53
59,52,52
10,10,83
51,40,40
65,3,3
3,3,29
23,23,72
9,9,9
77,7,67
43,43,50
15,3,43
55,63,63
77,77,79
19,19,19
73,73,73
77,79,79
7,24,24
29,12,12
4,4,63
61,61,61
64,50,50
30,93,93
39,39,39
70,92,92
19,10,10
51,31,31
9,9,16
17,17,17
28,28,10
45,33,33
28,80,80
12,12,68
83,62,62
49,49,76
63,63,96
71,71,60
12,12,37
11,2,2
77,51,51
35,45,45
29,80,80
40,40,46
15,15,15
84,84,44
19,19,19
66,32,32
70,70,70
62,62,92
34,34,38
94,94,86
72,72,95
35,35,11
50,44,44
99,25,25
33,96,96
90,90,90
16,16,16
56,56,96
4,3,3
24,24,24
60,71,71
3,3,73
19,19,15
14,14,18
23,23,39
68,68,12
91,1,1
81,81,37
61,61,10
90,90,37
21,21,7
57,57,57
22,22,16
87,87,16
82,82,82
12,12,12
38,38,42
10,10,55
93,93,93
77,51,51
84,84,25
41,41,41
64,64,27
76,76,76
25,25,91
91,91,91
94,94,94
42,42,97
79,50,50
19,19,75
76,44,44
87,87,5
18,18,6
51,51,19
1,27,27
50,50,50
37,94,94
6,6,3
45,45,1
23,30,30
0,0,0
55,55,74
91,27,27
89,1,51
95,95,75
48,89,96
45,62,62
54,54,54
69,40,40
82,82,56
68,68,68
56,56,59
94,50,97
80,80,88
40,69,69
67,67,73
71,71,71
5,23,23
50,50,74
60,60,60
79,79,26
0,0,0
44,27,27
55,72,63
46,2,2
80,80,55
2,2,11
32,32,46
92,57,83
45,22,22
69,69,76
97,97,32
13,13,13
30,30,30
27,27,44
74,74,63
8,8,48
17,17,17
42,42,44
91,91,91
11,11,1
36,72,86
69,69,69
50,50,4
57,57,0
84,84,5
90,49,49
85,85,89
3,21,21
91,91,95
79,34,34
76,76,76
13,13,81
8,8,8
92,92,70
69,69,90
82,82,92
7,7,79
73,73,67
89,89,89
32,74,74
42,42,12
39,39,39
26,45,73
80,34,34
74,63,63
15,15,43
74,74,50
16,16,16
57,70,70
94,94,16
60,60,60
33,73,73
83,83,92
62,62,62
85,85,13
48,48,48
33,33,59
11,11,11
5,25,25
2,11,11
18,18,44
75,75,75
75,75,99
4,74,74
3,3,31
72,72,50
17,17,17
89,89,19
70,92,92
19,15,15
36,36,64
77,77,22
67,23,23
83,83,83
63,63,72
2,2,2
92,62,62
17,37,37
98,36,36
99,99,99
77,55,16
56,56,79
22,22,10
84,84,96
14,92,92
71,71,71
94,94,94
44,91,55
73,85,85
41,41,41
96,52,52
91,91,73
85,85,52
43,43,43
82,82,82
40,72,72
